image_id,x,y,width,height,english_text,hindi_text,bengali_text,malayalam_text,odia_text
2355674,166,208,80,35,a small dark brown night stand,एक छोटे से गहरे भूरे रंग के नाइट स्टैंड,একটি ছোট গাঢ় বাদামী নাইট স্ট্যান্ড,ഒരു ചെറിയ ഇരുണ്ട തവിട്ടുനിറത്തിലുള്ള രാത്രി സ്റ്റാൻഡ്,ଏକ ଛୋଟ ଗାଢ ବାଦାମୀ ରାତିର ଷ୍ଟାଣ୍ଡ |
2384333,281,150,108,83,a sign in a language that isn't English,एक संकेत जो अंग्रेजी में नहीं है,ইংরাজী নয় এমন একটি ভাষায় সাইন,ഇംഗ്ലീഷ് അല്ലാത്ത ഭാഷയിലെ ഒരു അടയാളം,ଏକ ଭାଷାରେ ଏକ ଚିହ୍ନ ଯାହା ଇଂରାଜୀ ନୁହେଁ |
2334717,43,205,107,138,silver and black French press coffee pot,चांदी और का्ले रन्ग का फ्रेंच प्रेस कॉफी पॉट,সিলভার এবং কালো ফরাসি প্রেস কফি পাত্র,"വെള്ളിയും, കറുപ്പും ഫ്രഞ്ച് പ്രസ്സ് കോഫി പോട്ട്",ରୂପା ଏବଂ କଳା ଫ୍ରେଞ୍ଚ ପ୍ରେସ୍ କଫି ହାଣ୍ଡି |
2390414,373,239,61,63,green bench on court,कोर्ट में हरी बेंच,কোর্টে সবুজ বেঞ্চ,കോർട്ടിൽ ഗ്രീൻ ബെഞ്ച്,କୋର୍ଟରେ ସବୁଜ ବେଞ୍ଚ |
1160010,436,340,43,63,pendent on a fine chain,लटकन एक बढिया चैन पर,একটি সূক্ষ্ম চেইন উপর দুল,നേർത്ത ചെയിനിൽ പെൻഡന്റ്,ଏକ ସୂକ୍ଷ୍ମ ଶୃଙ୍ଖଳା ଉପରେ ପେଣ୍ଡେଣ୍ଟ୍ |
2372313,4,1,493,370,Paper forms on the table.,मेज पर कागज।,টেবিলে কাগজের ফর্মগুলি।,ടേബിളിൽ പേപ്പർ ഫോമുകൾ.,ଟେବୁଲ ଉପରେ କାଗଜ ଫର୍ମ |
2362923,438,34,60,276,A ball girl at the back of a tennis court,एक टेनिस कोर्ट के पीछे एक बॉल गर्ल,টেনিস কোর্টের পিছনে একটি বালিকা,ഒരു ടെന്നീസ് കോർട്ടിന്റെ പിൻഭാഗത്തുള്ള ഒരു ബോൾ പെൺകുട്ടി,ଟେନିସ୍ କୋର୍ଟର ପଛପଟେ ଏକ ବଲ୍ ଝିଅ |
2354643,18,12,334,358,Thick white wooden cross.,मोटी सफेद लकड़ी का क्रॉस।,ঘন সাদা কাঠের ক্রস।,കട്ടിയുള്ള വെളുത്ത തടി കുരിശ്.,ମୋଟା ଧଳା କାଠ କ୍ରସ୍ |
3956,337,177,36,39,the second cushioned seat,दूसरी गद्दी वाली सीट,দ্বিতীয় কুশনযুক্ত আসন,തലയണയുള്ള രണ്ടാമത്തെ സീറ്റ്,ଦ୍ୱିତୀୟ କୁଶିଆ ସିଟ୍ |
2390396,33,258,30,112,A black barrier stand.,एक काला अवरोधक स्टैडं।,একটি কালো বাধা স্ট্যান্ড।,ഒരു കറുത്ത ബാരിയർ സ്റ്റാൻഡ്.,ଏକ କଳା ପ୍ରତିବନ୍ଧକ ଛିଡା ହୋଇଛି |
2361310,5,231,326,97,green surface surrounding tennis court,टेनिस कोर्ट के आसपास की हरी सतह,টেনিস কোর্টের চারপাশে সবুজ পৃষ্ঠ,ടെന്നീസ് കോർട്ടിന് ചുറ്റുമുള്ള പച്ച ഉപരിതലം,ଟେନିସ୍ କୋର୍ଟ ପରିସରରେ ସବୁଜ ପୃଷ୍ଠ |
2327197,0,312,392,41,Silhouette of tennis player on court.,कोर्ट पर टेनिस खिलाड़ी की पर्छाई।,কোর্টে টেনিস খেলোয়াড়ের সিলুয়েট।,കോർട്ടിൽ ടെന്നീസ് കളിക്കാരൻ സിലൗറ്റ്.,କୋର୍ଟରେ ଟେନିସ୍ ଖେଳାଳୀଙ୍କ ସିଲୁଟ୍ |
2008,333,427,58,37,black electric clock on night stand,नाइट स्टैंड पर काली बिजली की घड़ी,নাইট স্ট্যান্ডে কালো বৈদ্যুতিন ঘড়ি,രാത്രി സ്റ്റാൻഡിലെ കറുത്ത ഇലക്ട്രിക് ക്ലോക്ക്,ରାତି ଷ୍ଟାଣ୍ଡରେ କଳା ବିଦ୍ୟୁତିକ ଘଣ୍ଟା |
2397773,237,5,218,304,a skate boarder going fast,तेजी से जा रहा एक स्केट बोर्डर,একজন স্কেট বোর্ডার দ্রুত যাচ্ছেন,ഒരു സ്കേറ്റ് ബോർഡർ വേഗത്തിൽ പോകുന്നു,ଏକ ସ୍କେଟ୍ ବୋର୍ଡର୍ ଦ୍ରୁତ ଗତିରେ ଯାଉଛି |
2414612,311,242,142,35,5 cars of varying models parked on the street,सड़क पर खड़ी पांच विभिन्न मॉडलों की कारें,রাস্তায় পার্কিং বিভিন্ন মডেলের 5 টি গাড়ি,വ്യത്യസ്ത മോഡലു ൾ ഉള്ള അഞ്ച് കാറുകൾ തെരുവിൽ പാർക്ക് ചെയ്തിരിക്കുന്നു,ରାସ୍ତାରେ ପାର୍କିଂ କରୁଥିବା ବିଭିନ୍ନ ମଡେଲର ୫ଟି କାର |
2322321,25,0,467,331,Signs on signpost naming streets and block numbers,साइनपोस्ट पर सड़कों के नाम और ब्लॉक नंबर,সাইনপোস্ট নামকরণ রাস্তায় এবং ব্লক নম্বরগুলিতে চিহ্ন,സൈൻ‌പോസ്റ്റിൽ തെരുവ് നാമവും ബ്ലോക്ക് നമ്പറുകളിലും ഉള്ള അടയാളങ്ങൾ,ସାଇନପୋଷ୍ଟ ନାମକରଣ ରାସ୍ତା ଏବଂ ବ୍ଲକ ନମ୍ବର ଉପରେ ଚିହ୍ନ |
2332004,214,399,136,98,big hairy fair laps,बड़े बालों वाले गोरे गोद,বড় লোমশ ফর্সা কোল,വലിയ രോമമുള്ള ഫെയർ ലാപ്‌സ്,ବଡ କେଶର ମେଳା ଲାପ୍ |
2406074,95,126,71,25,white edge of white tennis court,सफेद टेनिस कोर्ट का सफेद किनारा,সাদা টেনিস কোর্ট সাদা প্রান্ত,വൈറ്റ് ടെന്നീസ് കോർട്ടിന്റെ വെളുത്ത അഗ്രം,ଧଳା ଟେନିସ୍ କୋର୍ଟର ଧଳା ଧାର |
2338298,336,341,152,33,name and date in the corner,नाम और तारीख कोने में,কোণে নাম এবং তারিখ,മൂലയിലുള്ള പേരും തീയതിയും,କୋଣରେ ନାମ ଏବଂ ତାରିଖ |
2318170,12,245,376,127,yellowish green grass over fine tan sand,बारीक ताम्र रेत पर पीली हरी घास,সূক্ষ্ম ট্যান বালির উপরে হলুদ সবুজ ঘাস,നേർത്ത ടാൻ മണലിന് മുകളിൽ മഞ്ഞകലർന്ന പച്ച പുല്ല്,ସୂକ୍ଷ୍ମ ବାଲି ଉପରେ ହଳଦିଆ ସବୁଜ ଘାସ |
2373554,168,43,135,227,small child cross country skiing,क्रॉस कंट्री स्कीइंग करता हुआ छोटा बच्चा,ছোট শিশু ক্রস কান্ট্রি স্কিইং,ചെറിയ കുട്ടി ക്രോസ് കൺട്രി സ്കീയിംഗ്,ଛୋଟ ଶିଶୁ କ୍ରସ୍ ଦେଶ ସ୍କିକିଂ |
713415,378,22,235,254,a net divides the court,कोर्ट को विभाजित करता हुआ एक जाल,একটি নেট কোর্ট বিভক্ত,ഒരു വല കോർട്ടിനെ വിഭജിക്കുന്നു,ଏକ ଜାଲ କୋର୍ଟକୁ ବିଭକ୍ତ କରେ |
2350151,107,174,115,199,walking so fast person is captured as a blur,बहुत तेजी से चल रहा ईन्सान एक धुंधले रूप में व्य्क्त हुआ है,এত তাড়াতাড়ি হাঁটলে একজন মানুষকে ঝাপসা হয়ে যায়,വളരെ വേഗത്തിൽ നടക്കുന്നത് ഒരു മങ്ങലായി പിടിക്കപ്പെട്ടു,ଏତେ ଦ୍ରୁତ ଗତିରେ ଚାଲିବା ଏକ ଅସ୍ପଷ୍ଟ ଭାବରେ ଧରାଯାଏ |
2051,50,336,50,97,the knife block is filled,एक चाकू का ब्लॉक भरा हुआ है,ছুরির ব্লকটি ভরে গেছে,കത്തി ബ്ലോക്ക് നിറഞ്ഞു,ଛୁରୀ ବ୍ଲକ୍ ଭରିଯାଇଛି |
2324417,255,168,159,145,Long forks and springs,लंबे कांटे और स्प्रिंग्स,দীর্ঘ কাঁটাচামচ এবং ঝর্ণা,നീളമുള്ള ഫോർക്കുകളും സ്പ്രിങ്ങുകളും,ଲମ୍ବା କଣ୍ଟା ଏବଂ ସ୍ପ୍ରିଙ୍ଗ |
2402258,281,114,209,91,baseball players dressed in red and gray,बेसबॉल खिलाड़ी लाल और धूसर रंग के कपड़ों में,বেসবল খেলোয়াড়রা লাল এবং ধূসর পোশাকে,ചുവപ്പും ചാരനിറവും ധരിച്ച ബേസ്ബോൾ കളിക്കാർ,ନାଲି ଏବଂ ଧୂସର ରଙ୍ଗର ବେସବଲ୍ ଖେଳାଳୀ |
2966,339,182,101,252,second paper notice in a row,एक पंक्ति में दूसरा पेपर नोटिस,পরপর দ্বিতীয় কাগজ নোটিশ,തുടർച്ചയായി രണ്ടാമത്തെ പേപ്പർ അറിയിപ്പ്,କ୍ରମାଗତ ଦ୍ୱିତୀୟ କାଗଜ ବିଜ୍ଞପ୍ତି |
713626,264,38,646,93,second story seating area,दूसरी मन्ज़ील पर बैठने की जगह,দ্বিতীয় গল্পের বসার জায়গা,രണ്ടാമത്തെ സ്റ്റോറി സീറ്റിംഗ് ഏരിയ,ଦ୍ୱିତୀୟ କାହାଣୀ ବସିବା କ୍ଷେତ୍ର |
2373225,190,83,303,267,a cross country skier bending low,नीचे झुकता हुआ एक क्रॉस कंट्री स्कीयर,কম ক্রস কান্ট্রি স্কাইয়ার,ഒരു ക്രോസ് കൺട്രി സ്കീയർ വളയുന്നു,ଏକ କ୍ରସ୍ ଦେଶ ସ୍କିର୍ କମ୍ ବଙ୍କା |
2383964,2,361,330,42,Shadow running across a tennis court,एक टेनिस कोर्ट के पार जाती हुई परछाई,টেনিস কোর্ট জুড়ে ছায়া চলছে,ഒരു ടെന്നീസ് കോർട്ടിലുടനീളം ഷാഡോ,ଏକ ଟେନିସ୍ କୋର୍ଟରେ ଛାୟା ଚାଲୁଛି |
2384783,228,141,170,47,Coolers in front of the players.,खिलाड़ियों के सामने कूलरें।,খেলোয়াড়দের সামনে কুলার।,കളിക്കാർക്ക് മുന്നിൽ കൂളറുകൾ.,ଖେଳାଳୀଙ୍କ ସାମ୍ନାରେ କୁଲର୍ |
